tinh,huyen,xa,diaban,hoso,matv,sector,income
17,154,5101,8,15,2,FarmForestAqua,
17,154,5101,8,15,3,,
17,154,5119,6,13,1,FarmForestAqua,18000
17,154,5119,6,13,2,FarmForestAqua,
17,154,5119,6,13,3,FarmForestAqua,13500
17,154,5119,6,13,4,FarmForestAqua,6400
17,154,5119,6,13,5,FarmForestAqua,4250
17,154,5119,6,13,6,FarmForestAqua,
17,154,5119,6,13,7,,
17,154,5119,6,14,1,FarmForestAqua,
17,154,5119,6,14,2,FarmForestAqua,
17,154,5119,6,14,3,FarmForestAqua,
17,154,5119,6,14,4,FarmForestAqua,
17,154,5119,6,14,5,FarmForestAqua,
17,154,5119,6,14,6,,
17,154,5119,6,15,1,FarmForestAqua,
17,154,5119,6,15,2,FarmForestAqua,
17,154,5119,6,15,3,FarmForestAqua,
17,154,5119,6,15,4,FarmForestAqua,
17,154,5119,6,15,5,FarmForestAqua,
17,155,5140,7,13,1,FarmForestAqua,
17,155,5140,7,13,2,FarmForestAqua,
17,155,5140,7,13,3,,
17,155,5140,7,13,4,,
17,155,5140,7,13,5,FarmForestAqua,
17,155,5140,7,13,6,FarmForestAqua,
17,155,5140,7,13,7,FarmForestAqua,
17,155,5140,7,13,8,FarmForestAqua,
17,155,5140,7,14,1,FarmForestAqua,
17,155,5140,7,14,2,FarmForestAqua,
17,155,5140,7,14,3,FarmForestAqua,
17,155,5140,7,14,4,FarmForestAqua,
17,155,5140,7,14,5,,
17,155,5140,7,14,6,,
17,155,5140,7,15,1,FarmForestAqua,
17,155,5140,7,15,2,FarmForestAqua,
17,155,5140,7,15,3,FarmForestAqua,
17,155,5140,7,15,4,,
17,155,5158,7,13,1,FarmForestAqua,
17,155,5158,7,13,2,FarmForestAqua,
17,155,5158,7,13,3,FarmForestAqua,7200
17,155,5158,7,13,4,FarmForestAqua,
17,155,5158,7,13,5,FarmForestAqua,7150
17,155,5158,7,13,6,,
17,155,5158,7,13,7,,
17,155,5158,7,14,1,FarmForestAqua,
17,155,5158,7,14,2,FarmForestAqua,
17,155,5158,7,14,3,FarmForestAqua,
17,155,5158,7,14,4,FarmForestAqua,
17,155,5158,7,14,5,,
17,155,5158,7,14,6,,
17,155,5158,7,19,1,FarmForestAqua,
17,155,5158,7,19,2,FarmForestAqua,
17,155,5158,7,19,3,HomeBusiness,12000
17,155,5158,7,19,4,FarmForestAqua,
17,155,5158,7,19,5,,
17,155,5158,7,19,6,,
17,155,5173,7,14,1,,
17,155,5173,7,14,2,Private,18700
17,155,5173,7,14,3,,
17,155,5173,7,14,4,,
17,155,5173,7,19,1,FarmForestAqua,15300
17,155,5173,7,19,2,FarmForestAqua,
17,155,5173,7,19,3,,
17,155,5173,7,19,4,,
17,155,5173,7,20,1,FarmForestAqua,
17,155,5173,7,20,2,FarmForestAqua,
17,155,5173,7,20,3,,
17,155,5191,1,13,1,FarmForestAqua,
17,155,5191,1,13,2,FarmForestAqua,
17,155,5191,1,13,3,,
17,155,5191,1,13,4,,
17,155,5191,1,13,5,,
17,155,5191,1,13,6,,
17,155,5191,1,14,1,FarmForestAqua,
17,155,5191,1,14,2,FarmForestAqua,
17,155,5191,1,14,3,,
17,155,5191,1,14,4,FarmForestAqua,
17,155,5191,1,19,1,FarmForestAqua,
17,155,5191,1,19,2,FarmForestAqua,
17,155,5191,1,19,3,,
17,155,5191,1,19,4,,
17,156,5224,2,13,1,FarmForestAqua,
17,156,5224,2,13,2,FarmForestAqua,
17,156,5224,2,13,3,,
17,156,5224,2,13,4,,
17,156,5224,2,13,5,,
17,156,5224,2,14,1,FarmForestAqua,
17,156,5224,2,14,2,FarmForestAqua,
17,156,5224,2,14,3,,
17,156,5224,2,14,4,,
17,156,5224,2,15,1,FarmForestAqua,
17,156,5224,2,15,2,FarmForestAqua,
17,156,5224,2,15,3,,
17,156,5224,2,15,4,,
17,156,5224,2,15,5,FarmForestAqua,
17,156,5251,5,13,1,FarmForestAqua,
17,156,5251,5,13,2,FarmForestAqua,
17,156,5251,5,13,3,FarmForestAqua,
17,156,5251,5,13,4,,
17,156,5251,5,13,5,FarmForestAqua,
17,156,5251,5,13,6,FarmForestAqua,
17,156,5251,5,13,7,,
17,156,5251,5,14,1,HomeBusiness,
17,156,5251,5,14,2,HomeBusiness,
17,156,5251,5,14,3,FarmForestAqua,
17,156,5251,5,14,4,,
17,156,5251,5,14,5,,
17,156,5251,5,14,6,,
17,156,5251,5,15,1,FarmForestAqua,
17,156,5251,5,15,2,FarmForestAqua,
17,156,5251,5,15,3,,
17,156,5251,5,15,4,FarmForestAqua,
17,157,5269,8,13,1,FarmForestAqua,
17,157,5269,8,13,2,FarmForestAqua,
17,157,5269,8,13,3,FarmForestAqua,
17,157,5269,8,14,1,FarmForestAqua,
17,157,5269,8,14,2,FarmForestAqua,
17,157,5269,8,14,3,,
17,157,5269,8,15,1,FarmForestAqua,
17,157,5269,8,15,2,FarmForestAqua,
17,157,5269,8,15,3,,
17,157,5269,8,15,4,,
17,157,5269,8,15,5,,
17,157,5269,8,15,6,FarmForestAqua,
17,157,5287,3,13,1,FarmForestAqua,
17,157,5287,3,13,2,FarmForestAqua,
17,157,5287,3,13,3,,
17,157,5287,3,13,4,,
17,157,5287,3,14,1,FarmForestAqua,
17,157,5287,3,14,2,FarmForestAqua,
17,157,5287,3,14,3,,
17,157,5287,3,14,4,,
17,157,5287,3,14,5,,
17,157,5287,3,15,1,FarmForestAqua,
17,157,5287,3,15,2,FarmForestAqua,
17,157,5287,3,15,3,FarmForestAqua,
17,157,5287,3,15,4,FarmForestAqua,
17,157,5296,12,13,1,FarmForestAqua,
17,157,5296,12,13,2,FarmForestAqua,
17,157,5296,12,13,3,FarmForestAqua,
17,157,5296,12,13,4,,
17,157,5296,12,14,1,FarmForestAqua,
17,157,5296,12,14,2,FarmForestAqua,
17,157,5296,12,14,3,,
17,157,5296,12,14,4,,
17,157,5296,12,15,1,FarmForestAqua,
17,157,5296,12,15,2,FarmForestAqua,
17,157,5296,12,15,3,FarmForestAqua,
17,157,5296,12,15,4,,
17,157,5296,12,15,5,,
17,157,5308,3,13,1,FarmForestAqua,
17,157,5308,3,13,2,FarmForestAqua,
17,157,5308,3,13,3,,
17,157,5308,3,13,4,,
17,157,5308,3,13,5,,
17,157,5308,3,13,6,,
17,157,5308,3,14,1,FarmForestAqua,
17,157,5308,3,14,2,,
17,157,5308,3,14,3,FarmForestAqua,
17,157,5308,3,14,4,FarmForestAqua,
17,157,5308,3,14,5,FarmForestAqua,
17,157,5308,3,14,6,FarmForestAqua,
17,157,5308,3,14,7,,
17,157,5308,3,15,1,FarmForestAqua,
17,157,5308,3,15,2,FarmForestAqua,
17,157,5308,3,15,3,,
17,157,5329,6,13,1,FarmForestAqua,
17,157,5329,6,13,2,FarmForestAqua,
17,157,5329,6,13,3,,
17,157,5329,6,13,4,,
17,157,5329,6,13,5,FarmForestAqua,
17,157,5329,6,13,6,FarmForestAqua,
17,157,5329,6,13,7,,
17,157,5329,6,15,1,FarmForestAqua,
17,157,5329,6,15,2,FarmForestAqua,
17,157,5329,6,15,3,,
17,157,5329,6,20,1,FarmForestAqua,
17,157,5329,6,20,2,FarmForestAqua,
17,157,5329,6,20,3,FarmForestAqua,
17,157,5329,6,20,4,FarmForestAqua,
17,157,5329,6,20,5,,
17,157,5329,6,20,6,,
17,157,5329,6,20,7,,
17,157,5347,3,13,1,FarmForestAqua,
17,157,5347,3,13,2,FarmForestAqua,
17,157,5347,3,13,3,FarmForestAqua,
17,157,5347,3,13,4,,
17,157,5347,3,14,1,FarmForestAqua,
17,157,5347,3,14,2,FarmForestAqua,
17,157,5347,3,14,3,,
17,157,5347,3,14,4,,
17,157,5347,3,15,1,FarmForestAqua,
17,157,5347,3,15,2,FarmForestAqua,
17,157,5347,3,15,3,,
17,157,5347,3,15,4,,
17,157,5347,3,15,5,,
17,158,5353,7,13,1,FarmForestAqua,
17,158,5353,7,13,2,,
17,158,5353,7,14,1,StateRun,25000
17,158,5353,7,14,2,StateRun,31400
17,158,5353,7,14,3,,
17,158,5353,7,14,4,,
17,158,5353,7,19,1,FarmForestAqua,
17,158,5353,7,19,2,FarmForestAqua,
17,158,5353,7,19,3,,
17,158,5353,7,19,4,,
17,158,5368,6,13,1,FarmForestAqua,
17,158,5368,6,13,2,FarmForestAqua,
17,158,5368,6,13,3,,
17,158,5368,6,13,4,,
17,158,5368,6,14,1,FarmForestAqua,
17,158,5368,6,14,2,FarmForestAqua,
17,158,5368,6,14,3,FarmForestAqua,
17,158,5368,6,14,4,,
17,158,5368,6,14,5,,
17,158,5368,6,14,6,,
17,158,5368,6,15,1,FarmForestAqua,
17,158,5368,6,15,2,FarmForestAqua,
17,158,5368,6,15,3,,
17,158,5368,6,15,4,,
17,158,5389,1,13,1,FarmForestAqua,37500
17,158,5389,1,13,2,FarmForestAqua,
17,158,5389,1,13,3,,
17,158,5389,1,13,4,,
17,158,5389,1,13,5,FarmForestAqua,28800
17,158,5389,1,13,6,,
17,158,5389,1,14,1,HomeBusiness,14300
17,158,5389,1,14,2,FarmForestAqua,
17,158,5389,1,14,3,FarmForestAqua,
17,158,5389,1,15,1,FarmForestAqua,
17,158,5389,1,15,2,Foreign,9700
17,158,5389,1,15,3,,
17,159,5407,2,14,1,,
17,159,5407,2,14,2,Private,10490
17,159,5407,2,14,3,FarmForestAqua,
17,159,5407,2,14,4,,
17,159,5407,2,14,5,,
17,159,5407,2,15,1,FarmForestAqua,
17,159,5407,2,15,2,,
17,159,5407,2,19,1,,
17,159,5407,2,19,2,FarmForestAqua,4500
17,159,5422,2,13,1,Private,14400
17,159,5422,2,13,2,FarmForestAqua,
17,159,5422,2,13,3,,
17,159,5422,2,13,4,,
17,159,5422,2,14,1,FarmForestAqua,
17,159,5422,2,14,2,FarmForestAqua,
17,159,5422,2,14,3,,
17,159,5422,2,15,1,FarmForestAqua,
17,159,5422,2,15,2,FarmForestAqua,
17,159,5422,2,15,3,Private,18100
17,159,5422,2,15,4,FarmForestAqua,
19,164,5437,3,13,1,HomeBusiness,
19,164,5437,3,14,1,FarmForestAqua,
19,164,5437,3,14,2,,
19,164,5437,3,14,3,StateRun,49818
19,164,5437,3,14,4,StateRun,5649
19,164,5437,3,14,5,,
19,164,5437,3,15,1,FarmForestAqua,
19,164,5437,3,15,2,StateRun,51005
19,164,5437,3,15,3,StateRun,24830
19,164,5437,3,15,4,,
19,164,5440,16,13,1,StateRun,17462
19,164,5440,16,13,2,,
19,164,5440,16,13,3,,
19,164,5440,16,14,1,,
19,164,5440,16,14,2,StateRun,27472
19,164,5440,16,14,3,,
19,164,5440,16,15,1,StateRun,38430
19,164,5440,16,15,2,StateRun,73861
19,164,5440,16,15,3,,
19,164,5446,34,13,1,,
19,164,5446,34,13,2,,
19,164,5446,34,13,3,,
19,164,5446,34,13,4,,
19,164,5446,34,14,1,StateRun,30310
19,164,5446,34,14,2,StateRun,32160
19,164,5446,34,14,3,,
19,164,5446,34,14,4,,
19,164,5446,34,15,1,,
19,164,5446,34,15,2,,
19,164,5446,34,15,3,HomeBusiness,10892
19,164,5446,34,15,4,,
19,164,5455,7,13,1,,
19,164,5455,7,13,2,FarmForestAqua,
19,164,5455,7,13,3,,
19,164,5455,7,13,4,,
19,164,5455,7,14,1,HomeBusiness,
19,164,5455,7,14,2,HomeBusiness,
19,164,5455,7,14,3,,
19,164,5455,7,15,1,HomeBusiness,
19,164,5455,7,15,2,StateRun,35339
19,164,5455,7,15,3,,
19,164,5455,7,15,4,,
19,164,5461,2,14,1,HomeBusiness,
19,164,5461,2,14,2,FarmForestAqua,
19,164,5461,2,14,3,HomeBusiness,
19,164,5461,2,14,4,HomeBusiness,15406
19,164,5461,2,14,5,HomeBusiness,37179
19,164,5461,2,14,6,,
19,164,5461,2,14,7,,
19,164,5461,2,15,1,FarmForestAqua,
19,164,5461,2,15,2,Private,12325
19,164,5461,2,15,3,HomeBusiness,9860
19,164,5461,2,15,4,,
19,164,5461,2,19,1,FarmForestAqua,
19,164,5461,2,19,2,FarmForestAqua,
19,164,5461,2,19,3,HomeBusiness,17092
19,164,5461,2,19,4,StateRun,6712
19,164,5461,2,19,5,,
19,164,5461,2,19,6,StateRun,5436
19,164,5461,2,19,7,,
19,164,5470,1,14,1,StateRun,23480
19,164,5470,1,14,2,HomeBusiness,
19,164,5470,1,14,3,,
19,164,5470,1,14,4,,
19,164,5470,1,19,1,,
19,164,5470,1,19,2,,
19,164,5470,1,19,3,,
19,164,5470,1,20,1,HomeBusiness,30820
19,164,5470,1,20,2,,
19,164,5470,1,20,3,,
19,164,5476,7,13,1,HomeBusiness,
19,164,5476,7,13,2,HomeBusiness,28765
19,164,5476,7,15,1,HomeBusiness,
19,164,5476,7,15,2,,
19,164,5476,7,19,1,FarmForestAqua,
19,164,5476,7,19,2,,
19,164,5479,12,13,1,FarmForestAqua,
19,164,5479,12,13,2,,
19,164,5479,12,13,3,StateRun,17832
19,164,5479,12,14,1,,
19,164,5479,12,14,2,HomeBusiness,7049
19,164,5479,12,14,3,,
19,164,5479,12,15,1,HomeBusiness,9345
19,164,5479,12,15,2,FarmForestAqua,
19,164,5479,12,15,3,HomeBusiness,779
19,164,5479,12,15,4,,
19,164,5494,10,13,1,FarmForestAqua,
19,164,5494,10,13,2,FarmForestAqua,
19,164,5494,10,13,3,FarmForestAqua,
19,164,5494,10,13,4,FarmForestAqua,
19,164,5494,10,14,1,StateRun,38221
19,164,5494,10,14,2,StateRun,24947
19,164,5494,10,14,3,,
19,164,5494,10,15,1,Private,31691
19,164,5494,10,15,2,HomeBusiness,
19,164,5494,10,15,3,,
19,164,5494,10,15,4,,
19,164,5695,10,13,1,FarmForestAqua,
19,164,5695,10,13,2,Private,31446
19,164,5695,10,13,3,Private,19936
19,164,5695,10,13,4,,
19,164,5695,10,14,1,FarmForestAqua,
19,164,5695,10,14,2,,
19,164,5695,10,15,1,FarmForestAqua,
19,164,5695,10,15,2,StateRun,20325
19,165,5512,12,13,1,HomeBusiness,14794
19,165,5512,12,13,2,FarmForestAqua,
19,165,5512,12,13,3,,
19,165,5512,12,14,1,FarmForestAqua,
19,165,5512,12,14,2,StateRun,21309
19,165,5512,12,14,3,Private,37756
19,165,5512,12,14,4,Private,37756
19,165,5512,12,14,5,StateRun,105510
19,165,5512,12,14,6,,
19,165,5512,12,15,1,,
19,165,5512,12,15,2,HomeBusiness,24096
19,165,5512,12,15,3,,
19,165,5512,12,15,4,,
19,165,5530,23,13,1,,
19,165,5530,23,13,2,FarmForestAqua,
19,165,5530,23,14,1,Private,10352
19,165,5530,23,14,2,FarmForestAqua,
19,165,5530,23,14,3,,
19,165,5530,23,14,4,,
19,165,5530,23,14,5,,
19,165,5530,23,15,1,HomeBusiness,36978
19,165,5530,23,15,2,FarmForestAqua,
19,165,5530,23,15,3,,
19,165,5530,23,15,4,,
19,167,5536,16,13,1,Private,19728
19,167,5536,16,13,2,FarmForestAqua,
19,167,5536,16,13,3,StateRun,22656
19,167,5536,16,13,4,,
19,167,5536,16,14,1,HomeBusiness,
19,167,5536,16,14,2,HomeBusiness,
19,167,5536,16,14,3,StateRun,34719
19,167,5536,16,15,1,FarmForestAqua,
19,167,5536,16,15,2,FarmForestAqua,
19,167,5536,16,15,3,,
19,167,5536,16,15,4,,
19,167,5548,16,13,1,,
19,167,5548,16,13,2,,
19,167,5548,16,13,3,FarmForestAqua,
19,167,5548,16,14,1,FarmForestAqua,
19,167,5548,16,14,2,FarmForestAqua,
19,167,5548,16,14,3,,
19,167,5548,16,15,1,FarmForestAqua,
19,167,5548,16,15,2,,
19,167,5548,16,15,3,FarmForestAqua,
19,167,5548,16,15,4,,
19,167,5566,4,13,1,FarmForestAqua,
19,167,5566,4,13,2,FarmForestAqua,
19,167,5566,4,13,3,,
19,167,5566,4,13,4,,
19,167,5566,4,14,1,FarmForestAqua,
19,167,5566,4,14,2,HomeBusiness,
19,167,5566,4,14,3,,
19,167,5566,4,15,1,,
19,167,5566,4,15,2,,
19,167,5566,4,15,3,StateRun,63673
19,167,5566,4,15,4,FarmForestAqua,
19,167,5566,4,15,5,,
19,167,5566,4,15,6,,
19,167,5578,15,13,1,FarmForestAqua,
19,167,5578,15,13,2,FarmForestAqua,14386
19,167,5578,15,14,1,FarmForestAqua,
19,167,5578,15,14,2,FarmForestAqua,
19,167,5578,15,14,3,,
19,167,5578,15,14,4,,
19,167,5578,15,15,1,FarmForestAqua,
19,167,5578,15,15,2,FarmForestAqua,
19,167,5578,15,15,3,,
19,167,5578,15,15,4,,
19,167,5578,15,15,5,,
19,167,5578,15,15,6,,
19,167,5590,15,13,1,FarmForestAqua,
19,167,5590,15,13,2,FarmForestAqua,
19,167,5590,15,13,3,FarmForestAqua,
19,167,5590,15,13,4,FarmForestAqua,
19,167,5590,15,13,5,,
19,167,5590,15,14,1,Private,24641
19,167,5590,15,14,2,FarmForestAqua,
19,167,5590,15,14,3,,
19,167,5590,15,14,4,,
19,167,5590,15,15,1,FarmForestAqua,
19,167,5590,15,15,2,Private,9291
19,167,5602,5,13,1,FarmForestAqua,
19,167,5602,5,13,2,FarmForestAqua,
19,167,5602,5,13,3,FarmForestAqua,
19,167,5602,5,14,1,FarmForestAqua,
19,167,5602,5,14,2,FarmForestAqua,
19,167,5602,5,14,3,FarmForestAqua,
19,167,5602,5,14,4,FarmForestAqua,
19,167,5602,5,14,5,,
19,167,5602,5,15,1,FarmForestAqua,
19,167,5602,5,15,2,FarmForestAqua,
19,167,5602,5,15,3,,
19,168,5620,6,13,1,FarmForestAqua,
19,168,5620,6,13,2,HomeBusiness,14954
19,168,5620,6,13,3,FarmForestAqua,
19,168,5620,6,13,4,,
19,168,5620,6,14,1,FarmForestAqua,
19,168,5620,6,14,2,FarmForestAqua,
19,168,5620,6,14,3,FarmForestAqua,
19,168,5620,6,14,4,FarmForestAqua,
19,168,5620,6,15,1,FarmForestAqua,
19,168,5620,6,15,2,FarmForestAqua,
19,168,5620,6,15,3,FarmForestAqua,
19,168,5629,12,13,1,FarmForestAqua,
19,168,5629,12,13,2,FarmForestAqua,
19,168,5629,12,13,3,FarmForestAqua,
19,168,5629,12,13,4,FarmForestAqua,
19,168,5629,12,13,5,,
19,168,5629,12,13,6,FarmForestAqua,
19,168,5629,12,14,1,FarmForestAqua,
19,168,5629,12,14,2,FarmForestAqua,
19,168,5629,12,14,3,Private,14997
19,168,5629,12,14,4,FarmForestAqua,
19,168,5629,12,14,5,,
19,168,5629,12,14,6,,
19,168,5629,12,15,1,FarmForestAqua,
19,168,5629,12,15,2,FarmForestAqua,
19,168,5641,17,13,1,FarmForestAqua,
19,168,5641,17,13,2,FarmForestAqua,
19,168,5641,17,14,1,FarmForestAqua,
19,168,5641,17,15,1,,
19,168,5641,17,15,2,HomeBusiness,
19,168,5650,16,13,1,FarmForestAqua,
19,168,5650,16,13,2,FarmForestAqua,
19,168,5650,16,13,3,,
19,168,5650,16,13,4,,
19,168,5650,16,14,1,FarmForestAqua,
19,168,5650,16,14,2,FarmForestAqua,
19,168,5650,16,14,3,FarmForestAqua,
19,168,5650,16,15,1,FarmForestAqua,
19,168,5650,16,15,2,HomeBusiness,
19,169,5656,4,13,1,FarmForestAqua,
19,169,5656,4,13,2,FarmForestAqua,
19,169,5656,4,13,3,FarmForestAqua,
19,169,5656,4,14,1,FarmForestAqua,
19,169,5656,4,14,2,,
19,169,5656,4,15,1,,
19,169,5656,4,15,2,FarmForestAqua,
19,169,5656,4,15,3,,
19,169,5659,34,13,1,HomeBusiness,
19,169,5659,34,13,2,HomeBusiness,
19,169,5659,34,14,1,HomeBusiness,
19,169,5659,34,14,2,HomeBusiness,
19,169,5659,34,14,3,HomeBusiness,
19,169,5659,34,14,4,,
19,169,5659,34,15,1,StateRun,49611
19,169,5659,34,15,2,StateRun,4314
19,169,5659,34,15,3,,
19,169,5659,34,15,4,,
19,169,5674,4,13,1,FarmForestAqua,
19,169,5674,4,13,2,FarmForestAqua,
19,169,5674,4,14,1,HomeBusiness,12021
19,169,5674,4,14,2,FarmForestAqua,
19,169,5674,4,14,3,,
19,169,5674,4,15,1,Private,72741
19,169,5674,4,15,2,FarmForestAqua,
19,169,5674,4,15,3,,
19,169,5674,4,15,4,,
19,169,5683,11,13,1,FarmForestAqua,
19,169,5683,11,13,2,,
19,169,5683,11,14,1,FarmForestAqua,
19,169,5683,11,14,2,FarmForestAqua,
19,169,5683,11,14,3,FarmForestAqua,
19,169,5683,11,15,1,HomeBusiness,10789
19,169,5683,11,15,2,HomeBusiness,7192
19,169,5683,11,15,3,,
19,169,5683,11,15,4,,
19,169,5701,3,13,1,FarmForestAqua,
19,169,5701,3,13,2,FarmForestAqua,
19,169,5701,3,13,3,,
19,169,5701,3,13,4,,
19,169,5701,3,13,5,,
19,169,5701,3,14,1,FarmForestAqua,
19,169,5701,3,14,2,FarmForestAqua,
19,169,5701,3,15,1,FarmForestAqua,
19,169,5701,3,15,2,FarmForestAqua,
19,169,5701,3,15,3,HomeBusiness,
19,169,5701,3,15,4,FarmForestAqua,
19,170,5734,4,13,1,FarmForestAqua,
19,170,5734,4,13,2,FarmForestAqua,
19,170,5734,4,13,3,,
19,170,5734,4,14,1,FarmForestAqua,
19,170,5734,4,14,2,FarmForestAqua,
19,170,5734,4,14,3,HomeBusiness,13553
19,170,5734,4,14,4,FarmForestAqua,
19,170,5734,4,14,5,FarmForestAqua,
19,170,5734,4,15,1,FarmForestAqua,
19,170,5734,4,15,2,FarmForestAqua,
19,170,5734,4,15,3,,
19,170,5734,4,15,4,,
19,170,5737,2,13,1,FarmForestAqua,
19,170,5737,2,13,2,FarmForestAqua,
19,170,5737,2,13,3,FarmForestAqua,
19,170,5737,2,13,4,FarmForestAqua,
19,170,5737,2,14,1,FarmForestAqua,
19,170,5737,2,14,2,FarmForestAqua,
19,170,5737,2,14,3,FarmForestAqua,
19,170,5737,2,14,4,FarmForestAqua,
19,170,5737,2,14,5,,
19,170,5737,2,14,6,,
19,170,5737,2,15,1,FarmForestAqua,
19,170,5737,2,15,2,FarmForestAqua,
19,170,5737,2,15,3,,
19,170,5737,2,15,4,,
19,170,5737,2,15,5,,
19,170,5749,12,13,1,FarmForestAqua,
19,170,5749,12,13,2,FarmForestAqua,
19,170,5749,12,13,3,FarmForestAqua,
19,170,5749,12,13,4,,
19,170,5749,12,14,1,FarmForestAqua,
19,170,5749,12,14,2,FarmForestAqua,
19,170,5749,12,14,3,FarmForestAqua,
19,170,5749,12,14,4,,
19,170,5749,12,15,1,StateRun,21808
19,170,5749,12,15,2,FarmForestAqua,
19,170,5749,12,15,3,FarmForestAqua,
19,170,5749,12,15,4,FarmForestAqua,
19,170,5749,12,15,5,,
19,170,5749,12,15,6,,
19,170,5749,12,15,7,,
19,170,5749,12,15,8,,
19,171,5764,6,13,1,FarmForestAqua,
19,171,5764,6,13,2,FarmForestAqua,
19,171,5764,6,14,1,HomeBusiness,30804
19,171,5764,6,14,2,FarmForestAqua,
19,171,5764,6,14,3,,
19,171,5764,6,14,4,,
19,171,5764,6,15,1,,
19,171,5770,3,13,1,FarmForestAqua,
19,171,5770,3,13,2,FarmForestAqua,
19,171,5770,3,13,3,FarmForestAqua,
19,171,5770,3,14,1,FarmForestAqua,
19,171,5770,3,14,2,FarmForestAqua,
19,171,5770,3,14,3,FarmForestAqua,
19,171,5770,3,14,4,FarmForestAqua,
19,171,5770,3,15,1,FarmForestAqua,
19,171,5770,3,15,2,FarmForestAqua,
19,171,5770,3,15,3,FarmForestAqua,
19,171,5770,3,15,4,FarmForestAqua,
19,171,5776,4,13,1,FarmForestAqua,
19,171,5776,4,13,2,FarmForestAqua,
19,171,5776,4,13,3,FarmForestAqua,
19,171,5776,4,13,4,FarmForestAqua,
19,171,5776,4,14,1,FarmForestAqua,
19,171,5776,4,14,2,FarmForestAqua,
19,171,5776,4,14,3,FarmForestAqua,
19,171,5776,4,14,4,FarmForestAqua,
19,171,5776,4,14,5,FarmForestAqua,
19,171,5776,4,15,1,FarmForestAqua,
19,171,5776,4,15,2,FarmForestAqua,
19,171,5791,11,13,1,FarmForestAqua,
19,171,5791,11,13,2,FarmForestAqua,
19,171,5791,11,13,3,,
19,171,5791,11,14,1,FarmForestAqua,
19,171,5791,11,14,2,FarmForestAqua,
19,171,5791,11,15,1,FarmForestAqua,
19,171,5791,11,15,2,FarmForestAqua,
19,171,5791,11,15,3,,
19,171,5803,14,13,1,FarmForestAqua,
19,171,5803,14,13,2,FarmForestAqua,
19,171,5803,14,13,3,,
19,171,5803,14,14,1,FarmForestAqua,
19,171,5803,14,14,2,FarmForestAqua,
19,171,5803,14,14,3,,
19,171,5803,14,14,4,,
19,171,5803,14,15,1,FarmForestAqua,
19,171,5803,14,15,2,FarmForestAqua,
19,171,5803,14,15,3,,
19,171,5818,2,13,1,FarmForestAqua,
19,171,5818,2,13,2,FarmForestAqua,
19,171,5818,2,13,3,,
19,171,5818,2,14,1,FarmForestAqua,
19,171,5818,2,14,2,FarmForestAqua,
19,171,5818,2,14,3,,
19,171,5818,2,14,4,,
19,171,5818,2,15,1,FarmForestAqua,
19,171,5818,2,15,2,FarmForestAqua,
19,171,5818,2,15,3,,
19,171,5818,2,15,4,,
19,171,5818,2,15,5,,
19,171,5830,8,13,1,HomeBusiness,
19,171,5830,8,13,2,HomeBusiness,
19,171,5830,8,13,3,,
19,171,5830,8,14,1,FarmForestAqua,
19,171,5830,8,14,2,FarmForestAqua,
19,171,5830,8,14,3,HomeBusiness,7808
19,171,5830,8,15,1,FarmForestAqua,
19,171,5830,8,15,2,FarmForestAqua,
19,171,5830,8,15,3,,
19,171,5830,8,15,4,,
19,171,5842,15,13,1,,
19,171,5842,15,13,2,FarmForestAqua,
19,171,5842,15,13,3,HomeBusiness,36984
19,171,5842,15,13,4,HomeBusiness,24656
19,171,5842,15,14,1,FarmForestAqua,
19,171,5842,15,14,2,FarmForestAqua,
19,171,5842,15,14,3,HomeBusiness,20647
19,171,5842,15,14,4,FarmForestAqua,
19,171,5842,15,14,5,,
19,171,5842,15,15,1,FarmForestAqua,
19,172,5854,9,13,1,FarmForestAqua,
19,172,5854,9,14,1,StateRun,60603
19,172,5854,9,14,2,StateRun,48071
19,172,5854,9,14,3,,
19,172,5854,9,14,4,,
19,172,5854,9,15,1,,
19,172,5854,9,15,2,,
19,172,5854,9,15,3,HomeBusiness,
19,172,5854,9,15,4,Foreign,18692
19,172,5854,9,15,5,,
19,172,5866,16,13,1,FarmForestAqua,
19,172,5866,16,13,2,FarmForestAqua,
19,172,5866,16,13,3,,
19,172,5866,16,13,4,,
19,172,5866,16,15,1,FarmForestAqua,
19,172,5866,16,15,2,FarmForestAqua,
19,172,5866,16,15,3,,
19,172,5866,16,19,1,FarmForestAqua,
19,172,5866,16,19,2,FarmForestAqua,
19,172,5866,16,19,3,FarmForestAqua,
19,172,5866,16,19,4,FarmForestAqua,2463
19,172,5866,16,19,5,,
19,172,5875,23,13,1,FarmForestAqua,
19,172,5875,23,13,2,FarmForestAqua,
19,172,5875,23,13,3,FarmForestAqua,
19,172,5875,23,13,4,,
19,172,5875,23,13,5,FarmForestAqua,
19,172,5875,23,15,1,FarmForestAqua,
19,172,5875,23,15,2,HomeBusiness,19728
19,172,5875,23,15,3,FarmForestAqua,
19,172,5875,23,15,4,,
19,172,5875,23,15,5,,
19,172,5875,23,19,1,FarmForestAqua,
19,172,5875,23,19,2,FarmForestAqua,
19,172,5875,23,19,3,FarmForestAqua,
19,172,5875,23,19,4,HomeBusiness,10787
19,172,5875,23,19,5,FarmForestAqua,
19,172,5884,18,13,1,FarmForestAqua,
19,172,5884,18,14,1,,
19,172,5884,18,14,2,,
19,172,5884,18,20,1,HomeBusiness,
